title,perex,label
Říha: Koncovka? Český hokej má problém jinde. S Rusy to bude jako o zlato,"Až dosud se dařilo, český národní tým padl na turnaji jen ve skupině s Rusy. Teď mají hokejisté na pažbě druhou porážku a je pořádně trpká. Semifinále skončilo krachem, Kanaďané byli lepší. Především v koncovce, která národní tým ve vypjatých bitvách trápí delší dobu.",Reaction
"Finové si zase v Bratislavě vyšlápli na Rusy. Musíme udělat ještě jeden krok, velí obr Antilla","Finsko zažívá vítězné déjà vu. Stejně jako před osmi lety vyřadili Suomi na mistrovství světa v semifinále ruskou reprezentaci. Tehdy 3:0, nyní 1:0. Podstatné je, že sborné opět nedovolili vstřelit gól. Zatímco Rusové procházeli se sklopenou hlavou mixzónou a odmítali rozhovory, Finové si užívali minuty slávy včetně hrdinů Marko Antilly a brankáře Kevina Lankinena.",Reaction
Finský démon v brance: Životní zápas! Porazit nabité Rusy je úžasné,"Předvedl nejlepší gólmanský výkon tohoto mistrovství. Brankář Kevin Lankinen vynuloval hvězdný tým Ruska a zajistil podceňovaným Finům senzační postup do finále. „Věříme si, věříme sami v sebe. Nedíváme se okolo, co o nás říkají ostatní. V neděli si dojdeme pro zlato,“ zářil po utkání 24letý gólman, který si připsal celkem 32 úspěšných zákroků.",Reaction
Expert Šejba po hořkém semifinále: Zklamání. Naši lídři nebyli vidět,"Žádné drama, všechno bylo jasné. Kanada měla semifinále s Českem pod kontrolou. Od začátku do konce, vyhrála 5:1 a zahraje si v neděli o zlato. Národní tým čeká bitva o bronz s Ruskem. „Je to zklamání, ale Kanada nám ukázala kvalitu,“ glosoval zápas Jiří Šejba, expert isport.cz a deníku Sport. Zarazilo ho, že nejlepším českým hráčem byl Tomáš Zohorna, hvězdy nebyly vidět.",Reaction
Efter alla hån – nu svarar finska laget,"BRATISLAVA. Finland kallades för det ”sämsta laget någonsin”. I sitt eget land.Nu är de finska lejonen klara för final i ishockey-VM. – Vi fick energi och ville visa dem att de hade fel, säger Toni Rajala om rubrikerna innan VM.",Reaction
"Zachránce Bohemians Jindřišek: Nechtějte slyšet, co mi po tom gólu kluci nabízeli",Před týdnem rozhodl Josef Jindřišek gólem o výhře 1:0 v Karviné. V posledním kole nadstavbové skupiny o záchranu s Opavou zařídil trefou ve čtvrté minutě nastavení remízu 1:1. Ta &quot;Klokanům&quot; na poslední chvíli zajistila záchranu a odvrátila baráž. Roli spasitele však osmatřicetiletý kapitán Bohemians odmítá.,Reaction
"Жерар Пике: «Не думаю, что есть какие-то оправдания. «Барселона» должна выигрывать все, тем более у «Валенсии»",Защитник «Барселоны» Жерар Пике прокомментировал поражение от «Валенсии» (1:2) в финале Кубка Испании.,Reaction
Τι είπε ο Λέοναρντ στον Γιάννη μετά το Game 6! (photos),"Κορυφαία στιγμή μετά το φινάλε του Ράπτορς – Μπακς, με…",Reaction
"Spasitel Klokanů Jindřišek: Absolutní euforie! Všichni řvali, líbali mě. A nechtějte slyšet, co mi říkali","Spasitel, zachránce, Blanický rytíř. Fotbalisté a fanoušci Bohemians 1905 velebí kapitána Josefa Jindřiška. Před týdnem zařídil výhru v Karviné, v sobotu brankou „last minute&amp;quot; odvrátil pád zelenobílých do sestupové baráže. Stáli od něj necelých 60 vteřin, s Opavou v sobotním závěrečném utkání skupiny o záchranu ještě v 94. minutě prohrávali 0:1...",Reaction
Krytykowany Kovac z podwójną koroną w Niemczech. &quot;Siła mentalna kluczem do sukcesu&quot;,"Zabrakło znakomitego wyniku na arenie międzynarodowej, ale są dwa tytuły w kraju. Bayern Monachium najpierw został mistrzem Bundesligi, a w sobotę zdobył Puchar Niemiec. Wydaje się, że po tym sukcesie trener Niko Kovac może spokojnie patrzeć w przyszłość.",Reaction
"HAPUD VIINAMARJAD? Venemaa hokikrahhi liikmed: Soome oli kehv, nad võitsid tänu õnnele",Eile õhtul jäähoki MMi poolfinaalis üllatuslikult 0:1 Soomele kaotanud Venemaa mängijad olid pärast kohtumist mõistagi väga pettunud. Peeti neid ju turniiri suurfavoriidiks!,Reaction
"‚Nedá se slovy popsat, jaká je to úleva.‘ Jindřiškův životní gól udržel Bohemians v lize","Fotbalisté pražských Bohemians si nejvyšší soutěž zahrají i v příštím roce. Vršovický klub se vyhne baráži, což si zajistil remízou 1:1 s Opavou v závěrečném kole nadstavbové části. Vyrovnávací gól, který pro Pražany znamenal záchranu v první lize, přitom trefil kapitán týmu Josef Jindřišek až v poslední minutě nastaveného času.",Reaction
Bayern: Kovac &quot;très heureux&quot; pour Tolisso,"La finale de la Coupe d’Allemagne, remportée samedi soir par le Bayern Munich contre Leipzig (3-0), a été pour Corentin Tolisso l’occasion de faire son grand retour sur les terrains, plus de huit mois après sa rupture des ligaments croisés du genou gauche. Une délivrance pour le milieu de terrain français, et une satisfaction pour son entraîneur Niko Kovac.
&quot;Je suis très heureux pour lui, a déclaré le coach bavarois en conférence de presse, après le match. Il a vécu un long moment difficile et il était déçu de ne parfois pas être dans le groupe ces dernières semaines. Mais c’est compliqué… Il s’est bien entraîné toute la semaine. Après sa longue blessure, il a bien évolué techniquement et a été solide dans les duels.",Reaction
Gerard Pique believes Barcelona would have won treble if not for collapse against Liverpool,"Another nightmare game for Barcelona, this time against Valencia.",Reaction
Robben: &quot;Ik besef nog niet helemaal dat alles nu voorbij is&quot;,Arjen Robben heeft zaterdag zijn allerlaatste wedstrijd voor Bayern München gespeeld. De Duitse kampioen maakte de dubbel compleet.,Reaction
”Omöjligt att uppskatta – det är inte ens hockey”,"Det råder fortsatt bitterhet bland ryssarna efter uttåget mot Finland i VM-semifinalen. Sport-Express krönikör Igor Jeronko menar att finländarna inte förtjänar sin finalplats sett till deras spel. ”Det är omöjligt att uppskatta det finska spelet, det är inte ens hockey”, skriver han. ",Reaction
Football Talk. Mertens: “Ik blijf bij Napoli”- Fellaini wint Belgisch onderonsje tegen Dembélé - Carrasco geeft assist bij Dalian Yifang,KV Kortrijk heeft beroep aangetekend tegen de twee speeldagen schorsing en 2.000 euro boete die werden opgelegd aan trainer Yves Vanderhaeghe. Dat...,Reaction
Дмитрий Хохлов: «Динамо» не планировал бороться за выживание,«Динамо» завершило сезон-2018/19 чемпионата России на 12-м месте.,Reaction
Виктор Гончаренко: «Сезон для ЦСКА неоднозначный. С нами точно не было скучно»,Главный тренер ЦСКА Виктор Гончаренко после победы над «Крыльями Советов» (6:0) подвел итоги сезона.,Reaction
Божович о 0:6 с ЦСКА: «Это просто позор. Мне стыдно»,Главный тренер «Крыльев Советов» Миодраг Божович высказался после поражения от ЦСКА (0:6) в матче 30-го тура чемпионата России.,Reaction
"Резиуан Мирзов: Приятно, что именно мы открыли новый стадион «Динамо»","Полузащитник «Арсенала» Резиуан Мирзов после ничьей с «Динамо» (3:3) в 30-м туре РПЛ отметил, что этот сезон стал самым удачным в его карьере.",Reaction
"MIHA DOBIO FLAŠU ŠAMPANJCA NA GLAVU: Dobio Napoli, pa se krio od fudbalera Bolonje","Srpski fudbalski trener Siniša Mihajlović je heroj Bolonje! Dobio je ovacije publike na početku utakmice sa Napolijem, spasao je Bolonju, osvojio neverovatnih 30 bodova u 17 mečeva i tim koji je već bio viđen u Seriji B doveo na 10. mesto!",Reaction
«Я спала и видела эту победу». Потапова – о выносе Кербер,&quot;Представительница России обыграла трехкратную чемпионку «Шлемов».&quot;,Reaction
Spelarbetyg Djurgården-Östersund 3-1 &quot;Ring var utan tvekan matchens lirare&quot;,Djurgården tog en stabil 3-1-seger över Östersund och kliver upp på tredje plats i tabellen.,Reaction
Stefanos Tsitsipas explains why facing Federer and Nadal is so different as Djokovic-conqueror Cecchinato crashes out,The Greek won his opening match in Paris.,Reaction
"Horňák: Zaspali jsme úvody poločasů. Pevný základ máme, ale musíme posílit","Poslední zápas v sezoně, porážka v derby na Slavii 1:2. Sparta zakončila neúspěšnou sezonu symbolicky - nevýrazným výkonem. Konečná třetí příčka v podání Letenských rozhodně není dostatečná, což si uvědomoval i dočasný hlavní trenér Michal Horňák. „Nemůžeme být spokojení, v příští sezoně musíme hrát s úplně jiným entusiasmem a kvalitou,“ prohlásil bezprostředně poté, co opona zahalila další ligový ročník.",Reaction
Golaço de Ricardo Alves na vitória do Orenburg sobre o Spartak Moscovo,"Caiu o pano da primeira divisão russa, que teve o Zenit como campeão, e a 30ª e última jornada foi jogada este domingo. Um dos grandes destaques, para além da presença confirmada do Lokomotiv na Liga dos Campeões, aconteceu em Orenburg, com a vitória do clube local sobre o gigante Spartak por 2x0.
Uma das figuras da partida foi o português Ricardo Alves, médio de 26 anos que anotou o primeiro tento da partida aos 8 minutos na conversão exímia de um livre direto. O outro tento da partida foi da autoria de Kulishev (90+4&#039;) já em tempo de compensação.
Com este triunfo, o Orenburg terminou numa surpreendente sétima posição.",Reaction
"Roland-Garros (H) - Nicolas Mahut, après avoir battu Marco Cecchinato : «De loin ma plus belle victoire à Roland-Garros»","Le Français place sa victoire en cinq sets (2-6, 6-7 [6], 6-4, 6-2,...",Reaction
"A cipher off the floor, Kawhi Leonard opening up a little in NBA playoffs","Toronto Raptors star Kawhi Leonard is averaging 31.2 points, 8.8 rebounds, 3.8 assists and 1.6 steals a game in these NBA playoffs.",Reaction
"Trenér Rada: Gól  byl spíš šťastný, než krásný, ale za sezónu hráče chválím",Zaslouženě si mohou hráči FK Jablonec užívat nadcházející dny odpočinku. V posledním zápase sezóny porazili Liberec 1:0. Trenér Petr Rada je s vítězstvím v derby nad Slovanem Liberec a s celou sezónou spokojený.,Reaction
What people are saying about the 1st Raptors NBA Finals appearance,"Many Canadian basketball fans woke up on Sunday wondering if it was all a dream. We can assure you that the Toronto Raptors actually did win Game 6 against the Milwaukee Bucks on Saturday night, and they booked the franchise&#039;s first-ever spot in the NBA Finals. Here&#039;s what people had to say about it.",Reaction
"Nejtěžší porážka v kariéře, 70 minut jsme žrali led, smutní kapitán Voráček","Česko v klání o bronz podlehlo Rusku 2:3 po nájezdech. &quot;Přitom jsme byli lepším týmem,&quot; mrzelo Jakuba Voráčka.",Reaction
Plíšková si povzdechla: Centr je pomalý. To dělají kvůli Nadalovi,"PŘÍMO Z PAŘÍŽE | Přála by si co největší teplo a co nejrychlejší kurty i míče. Tohle však ranařkám na Roland Garros nikdy neplní. A tak musí Karolína Plíšková bojovat s tím, co má. Vstupní zápas na centrkurtu ale zvládla s přehledem, po rovné hodině přemohla Američanku Madison Brengleovou 6:2, 6:3. Její příští sokyní bude slovenská kvalifikantka Kristína Kučová, s níž má kladné skóre 2:0.",Reaction
Анатолий Мещеряков: «Локомотив» хочет замахнуться на золотой дубль и выход из группы в ЛЧ»,Председатель совета директоров «Локомотива» Анатолий Мещеряков высказался о целях на следующий сезон.,Reaction
"Prohra se kousá těžko, navíc po nájezdech. Šancí jsme měli dost, říká Gudas","/ROZHOVOR OD ZVLÁŠTNÍHO ZPRAVODAJE DENÍKU/ Takhle prohra mrzí. Česko přestřílelo v zápase o bronz Rusko 50:30, leč vítězně ze zápasu nevyšlo. Proti byl fantasticky chytající Andrei Vasilevski, který si připsal osmačtyřicet úspěšných zákroků a především díky němu sborná přetlačila Čechy 3:2 po nájezdech.",Reaction
&quot;Sezon başında yapamadığımız kenetlenmeyi son 5 haftada gerçekleştirdik&quot;,"Spor Toto Süper Lig&#039;de MKE Ankaragücü&#039;nü 2-1 yenerek kümede kalmayı başaran Göztepe&#039;nin kulüp başkanı Mehmet Sepil, &quot;Sezon başında bu yerlerde olacağımızı düşünmüyorduk. Arada kötü bir zaman geçirdik. Hatalar yaptık mutlaka ama kurtulduk. Artık Göztepe geleceğe bakacak.&quot; dedi.",Reaction
&#039;&#039;Küme düşen takımların acılarını paylaşıyorum&#039;&#039;,"İstikbal Mobilya Kayserispor Teknik Direktörü Hikmet Karaman, küme düşen takımların acısını paylaştıklarını söyledi.",Reaction
Semih Özsoy&#039;dan Abdullah Avcı açıklaması!,"Fenerbahçe Başkan Vekili Semih Özsoy, ligin son haftasında 3-1 kazandıkları Antalyaspor maçı sonrası açıklamalarda bulundu.",Reaction
Rabbia De Zerbi: &quot;Sassuolo penalizzato dall&#039;espulsione di Berardi&quot;,"Il tecnico dopo il ko: &quot;Non dovevamo cadere nelle provocazioni, ma qualcuno dalla panchina dell&#039;Atalanta gli ha messo le mani addosso. Detto questo i nerazzurri sono una squadra forte, hanno meritato la qualificazione in Champions&quot;",Reaction
Tudor esulta: &quot;L&#039;Udinese ha finito bene un anno un po&#039; sofferto&quot;,"Il tecnico dei friulani: &quot;Sono contento, mi godo la vittoria soprattutto perchè oggi era in campo chi ha giocato meno&quot;. Gli fa eco il ds: &quot;Siamo arrivati davanti a Fiorentina, Spal e Cagliari, c&#039;è soddisfazione. Ora al lavoro per la prossima stagione&quot;",Reaction
